Claim_ID,Age,Annual_Income,Policy_Tenure_Years,Claim_Amount,Number_of_Previous_Claims,Days_to_Report,Policy_Premium,Vehicle_Age,Num_Policy_Changes,Hospitalization_Days,Claim_History,Claim_Type,Incident_Type,Policy_Type,Documentation_Complete,Fraud
CLM025025,39,198140,19.1,259046,2,28,2507,13,1,20,Clean,Vehicle,Loss,Basic,Yes,1
CLM025026,67,241940,3.9,47368,1,27,13634,16,1,16,Frequent,Property,Theft,Basic,Yes,0
CLM025027,35,140480,0.8,212123,1,57,43790,14,1,11,Minor,Property,Accident,Standard,Yes,1
CLM025028,41,57959,2.9,165146,0,47,17191,3,2,16,Frequent,Travel,Theft,Premium,Yes,1
CLM025029,77,17756,10.0,259747,1,17,4528,11,1,23,Minor,Health,Loss,Standard,No,0
CLM025030,59,170494,13.5,163105,3,14,47442,0,1,26,Minor,Travel,Accident,Standard,Yes,1
CLM025031,43,162179,11.0,239733,2,20,23522,19,0,22,Clean,Travel,Medical,Standard,No,1
CLM025032,31,141315,7.0,129535,0,49,36510,16,1,16,Clean,Travel,Loss,Basic,No,1
CLM025033,31,225479,4.1,78946,1,45,25856,2,3,14,Clean,Life,Medical,Basic,Yes,1
CLM025034,46,184631,17.6,15503,2,43,8947,19,0,20,Clean,Vehicle,Medical,Standard,No,1
CLM025035,19,110171,13.3,68133,1,34,31134,16,1,15,Minor,Vehicle,Loss,Standard,Yes,0
CLM025036,36,51054,8.5,215761,2,26,47384,16,1,22,Clean,Property,Theft,Basic,Yes,1
CLM025037,78,133877,14.7,265007,2,43,47444,6,3,10,Frequent,Life,Medical,Standard,No,1
CLM025038,77,120080,4.0,145105,1,41,31540,12,0,18,Clean,Vehicle,Medical,Basic,Yes,1
CLM025039,35,127483,4.3,131530,3,14,1821,10,0,3,Clean,Travel,Medical,Standard,Yes,1
CLM025040,48,23170,13.3,101700,1,22,37875,17,0,4,Clean,Health,Accident,Standard,Yes,0
CLM025041,61,59352,11.6,138100,1,41,37943,18,0,20,Minor,Health,Theft,Premium,Yes,1
CLM025042,72,241010,11.6,44710,0,4,18110,10,3,16,Frequent,Travel,Theft,Basic,No,1
CLM025043,42,184703,2.5,179584,1,51,47043,13,1,25,Clean,Vehicle,Theft,Premium,Yes,1
CLM025044,32,62076,11.8,123564,0,32,37841,4,1,4,Minor,Travel,Damage,Premium,No,0
CLM025045,51,30617,4.2,238835,3,56,5070,5,1,18,Clean,Property,Medical,Standard,Yes,1
CLM025046,76,124094,13.1,209832,2,40,37804,15,0,6,Clean,Vehicle,Theft,Basic,No,1
CLM025047,75,185222,0.5,82119,0,36,9197,16,1,1,Clean,Travel,Loss,Basic,Yes,1
CLM025048,18,244081,4.2,127846,0,51,3484,7,1,22,Minor,Travel,Loss,Basic,Yes,0
CLM025049,71,219568,9.0,219448,1,49,46358,4,0,1,Clean,Life,Theft,Standard,Yes,1
CLM025050,61,185684,14.1,248718,1,29,37502,12,1,17,Minor,Travel,Damage,Premium,Yes,1
CLM025051,31,38690,2.8,14700,0,49,48891,5,2,16,Clean,Life,Damage,Standard,Yes,0
CLM025052,69,234164,0.5,222962,1,6,35343,2,0,13,Minor,Vehicle,Loss,Standard,Yes,1
CLM025053,47,112405,8.6,247778,1,0,49259,8,2,19,Clean,Property,Damage,Standard,Yes,0
CLM025054,53,193174,8.1,49743,2,45,41425,10,1,8,Frequent,Life,Loss,Basic,No,1
CLM025055,59,62412,13.4,102178,3,10,31558,1,2,10,Minor,Vehicle,Accident,Premium,Yes,0
CLM025056,42,114667,16.3,163780,3,20,34982,14,2,9,Clean,Travel,Accident,Standard,Yes,1
CLM025057,76,16669,18.6,269795,2,48,18622,7,0,24,Minor,Health,Medical,Standard,Yes,1
CLM025058,77,213981,14.6,167731,0,46,714,19,1,20,Clean,Health,Damage,Standard,Yes,1
CLM025059,59,230498,18.8,154316,2,17,47600,12,0,21,Clean,Health,Accident,Basic,No,0
CLM025060,61,189921,5.5,72271,1,28,37406,0,0,20,Clean,Travel,Damage,Standard,Yes,0
CLM025061,61,143693,11.2,272001,2,42,32047,15,0,4,Clean,Vehicle,Accident,Standard,Yes,1
CLM025062,75,82751,10.7,88626,0,7,27736,0,2,11,Clean,Property,Medical,Standard,Yes,0
CLM025063,66,103699,1.7,196370,2,52,6751,15,1,29,Minor,Life,Damage,Basic,Yes,1
CLM025064,27,220784,9.2,105899,2,30,34399,15,2,8,Clean,Property,Damage,Premium,Yes,1
CLM025065,53,38693,10.8,233867,2,36,48984,2,0,15,Clean,Life,Accident,Standard,Yes,1
CLM025066,30,27101,15.0,204051,3,33,40532,17,1,20,Frequent,Life,Theft,Standard,Yes,1
CLM025067,60,172979,10.7,206593,2,43,21500,8,2,21,Clean,Travel,Medical,Basic,Yes,1
CLM025068,27,39074,16.9,150953,1,12,13044,2,3,1,Clean,Property,Accident,Standard,Yes,1
CLM025069,52,70044,7.1,119778,1,35,18857,13,3,23,Minor,Travel,Loss,Standard,Yes,1
CLM025070,61,153261,1.8,63874,3,25,3747,17,0,20,Clean,Life,Theft,Premium,Yes,1
CLM025071,22,117427,10.5,80615,1,31,8124,18,1,30,Clean,Travel,Loss,Standard,Yes,0
CLM025072,29,169345,6.0,67035,1,54,12730,10,1,12,Frequent,Travel,Accident,Basic,Yes,1
CLM025073,69,128802,5.9,165688,1,40,6532,2,3,0,Clean,Life,Medical,Basic,Yes,1
CLM025074,51,185159,16.5,217625,1,48,14006,18,0,3,Clean,Property,Damage,Basic,Yes,0
CLM025075,23,115873,11.9,167700,1,58,44365,11,1,10,Frequent,Life,Medical,Basic,Yes,1
CLM025076,62,37536,10.7,37496,0,46,2562,1,2,25,Clean,Life,Loss,Standard,Yes,0
CLM025077,75,97144,6.8,94977,0,24,9286,10,2,22,Minor,Life,Loss,Premium,Yes,0
CLM025078,36,164760,18.4,80897,1,49,24323,1,0,2,Clean,Life,Medical,Standard,Yes,0
CLM025079,51,208106,19.5,196092,2,11,9396,18,2,13,Minor,Property,Loss,Standard,Yes,0
CLM025080,51,224193,0.3,215534,3,11,35861,12,1,14,Clean,Property,Medical,Standard,Yes,0
CLM025081,20,218889,7.5,210209,3,4,7972,17,0,30,Clean,Health,Theft,Standard,Yes,0
CLM025082,78,95528,8.5,65389,2,50,29916,11,0,13,Minor,Vehicle,Loss,Basic,Yes,0
CLM025083,55,171754,16.5,23249,0,51,40539,12,3,13,Clean,Property,Theft,Premium,Yes,1
CLM025084,27,96166,16.4,132963,1,2,39554,4,0,19,Minor,Property,Accident,Standard,Yes,1
CLM025085,64,77687,2.7,143105,0,24,39302,0,2,7,Minor,Life,Theft,Premium,Yes,1
CLM025086,55,199714,19.8,27645,1,18,10684,8,0,30,Clean,Property,Accident,Basic,Yes,0
CLM025087,75,180561,5.8,293076,0,8,38536,7,0,9,Minor,Property,Accident,Premium,Yes,0
CLM025088,55,123746,0.3,45339,1,19,39717,3,2,25,Minor,Life,Damage,Premium,Yes,1
CLM025089,77,183361,19.2,53470,1,24,34847,12,1,6,Clean,Life,Theft,Standard,Yes,1
CLM025090,59,15888,0.7,11905,2,4,32442,0,1,30,Minor,Vehicle,Loss,Standard,Yes,0
CLM025091,40,234203,14.2,127982,1,22,10638,8,0,29,Clean,Property,Medical,Basic,Yes,1
CLM025092,56,105411,6.3,151352,3,51,27415,11,1,3,Clean,Life,Medical,Premium,Yes,0
CLM025093,38,90403,9.1,279432,1,25,41675,16,3,15,Clean,Property,Loss,Basic,No,1
CLM025094,24,125150,11.3,186989,2,51,47082,1,0,0,Minor,Health,Medical,Basic,Yes,1
CLM025095,40,135840,1.0,161694,1,44,4003,13,0,7,Clean,Health,Medical,Basic,Yes,0
CLM025096,43,170674,7.1,75978,0,39,43958,6,2,3,Minor,Vehicle,Damage,Basic,Yes,1
CLM025097,44,67176,16.0,135038,1,34,35576,9,1,2,Minor,Property,Theft,Basic,Yes,1
CLM025098,53,222969,12.4,123634,3,12,6402,1,2,15,Clean,Vehicle,Accident,Basic,Yes,0
CLM025099,78,200737,13.8,230765,1,27,27586,8,1,19,Clean,Life,Accident,Basic,No,1
CLM025100,27,226856,1.7,33783,0,24,36653,9,3,8,Minor,Health,Damage,Basic,Yes,0
CLM025101,74,141978,16.3,289341,2,19,5996,6,1,6,Frequent,Travel,Accident,Basic,Yes,1
CLM025102,28,63669,10.7,106066,2,12,3873,9,1,26,Clean,Travel,Theft,Basic,Yes,0
CLM025103,67,42617,1.9,203298,0,50,27308,0,0,14,Clean,Property,Loss,Premium,Yes,1
CLM025104,29,114708,15.6,95901,1,0,42563,4,0,0,Clean,Property,Accident,Standard,Yes,0
CLM025105,37,209791,19.3,79341,2,38,36501,9,1,30,Minor,Property,Theft,Basic,Yes,0
CLM025106,61,88814,0.5,97701,1,19,47800,0,0,17,Minor,Health,Accident,Standard,Yes,1
CLM025107,37,100550,16.6,85042,1,42,49732,19,0,6,Frequent,Life,Damage,Standard,Yes,1
CLM025108,71,118409,18.3,114692,1,59,11308,13,0,5,Minor,Health,Medical,Standard,Yes,1
CLM025109,47,17401,13.6,46243,2,12,25023,15,3,3,Minor,Vehicle,Medical,Premium,No,0
CLM025110,61,15820,6.4,99273,0,40,1766,7,1,21,Clean,Travel,Medical,Standard,Yes,1
CLM025111,77,245137,17.2,168837,0,35,42676,15,1,0,Clean,Travel,Damage,Standard,Yes,0
CLM025112,29,183848,20.0,129298,2,11,46464,13,2,8,Frequent,Property,Loss,Premium,Yes,1
CLM025113,36,212429,7.2,6268,1,49,25178,14,0,17,Clean,Travel,Theft,Premium,Yes,0
CLM025114,76,175012,16.2,6054,0,44,29655,16,1,18,Clean,Vehicle,Medical,Basic,No,0
CLM025115,38,64893,14.7,78793,0,16,15847,12,1,24,Clean,Travel,Medical,Premium,Yes,1
CLM025116,18,47344,19.3,112812,0,58,36198,19,0,2,Clean,Health,Theft,Standard,Yes,1
CLM025117,31,208551,11.7,118964,3,44,47985,17,1,23,Minor,Health,Accident,Basic,Yes,1
CLM025118,54,144504,1.4,80098,1,20,4973,13,3,3,Frequent,Property,Loss,Standard,Yes,1
CLM025119,36,213286,8.7,183634,1,21,16629,14,0,18,Minor,Travel,Medical,Basic,Yes,0
CLM025120,46,29078,17.4,243828,3,19,13540,0,2,4,Minor,Health,Damage,Basic,Yes,1
CLM025121,43,145259,5.1,205565,0,35,31180,13,1,30,Clean,Health,Loss,Basic,Yes,0
CLM025122,51,90048,15.2,110014,1,23,23628,15,0,12,Clean,Property,Theft,Premium,No,1
CLM025123,68,243727,12.0,248034,0,10,32611,6,2,17,Minor,Travel,Medical,Basic,No,1
CLM025124,42,23071,4.4,189707,2,7,3372,0,1,27,Frequent,Health,Theft,Standard,Yes,0
CLM025125,66,132546,13.6,267022,3,3,33003,18,1,23,Clean,Life,Medical,Premium,Yes,1
CLM025126,63,27018,13.9,213992,0,23,25013,7,0,0,Clean,Vehicle,Loss,Standard,No,1
CLM025127,34,127038,19.3,25227,1,22,29205,15,1,22,Frequent,Health,Damage,Basic,No,1
CLM025128,49,212714,0.5,155833,0,20,32062,17,1,1,Minor,Property,Medical,Standard,No,0
CLM025129,47,128099,11.3,78562,3,26,36324,3,0,19,Clean,Health,Accident,Basic,No,1
CLM025130,74,70672,14.1,272296,2,25,41948,1,0,24,Clean,Travel,Theft,Premium,Yes,1
CLM025131,39,184901,2.2,87070,4,10,6123,14,1,19,Minor,Life,Theft,Standard,No,0
CLM025132,51,24053,14.8,280864,0,0,2773,4,0,23,Frequent,Vehicle,Damage,Standard,Yes,1
CLM025133,55,42475,2.7,195730,4,22,3013,2,1,20,Clean,Travel,Loss,Basic,Yes,0
CLM025134,75,204235,13.0,138833,0,4,3656,9,0,6,Minor,Health,Theft,Premium,Yes,0
CLM025135,35,229273,11.9,82613,0,47,18263,12,1,27,Clean,Travel,Theft,Premium,Yes,0
CLM025136,73,172502,0.8,235317,0,11,14002,17,0,24,Clean,Vehicle,Loss,Premium,No,0
CLM025137,79,120200,4.6,216949,1,34,39781,1,0,9,Clean,Vehicle,Theft,Standard,Yes,1
CLM025138,23,40695,12.7,278823,4,28,7841,1,0,22,Frequent,Property,Medical,Standard,Yes,1
CLM025139,55,63433,6.3,71683,3,21,8590,0,0,9,Minor,Property,Accident,Premium,Yes,0
CLM025140,78,35472,11.3,83596,0,50,26792,14,1,12,Minor,Travel,Medical,Basic,Yes,1
CLM025141,38,79078,16.7,175493,2,33,21119,2,2,14,Clean,Life,Theft,Standard,No,1
CLM025142,51,127359,13.2,37864,0,27,30838,14,3,29,Clean,Life,Theft,Basic,Yes,1
CLM025143,28,78650,18.0,75670,0,26,45853,0,1,18,Clean,Health,Damage,Basic,Yes,1
CLM025144,37,184050,2.7,172165,0,27,41816,17,1,5,Minor,Vehicle,Damage,Basic,Yes,1
CLM025145,29,135847,16.0,255439,1,35,32657,9,1,4,Minor,Vehicle,Accident,Standard,Yes,1
CLM025146,23,39652,1.5,71026,1,34,30664,9,1,3,Frequent,Life,Theft,Standard,Yes,1
CLM025147,56,23505,3.9,287806,1,14,12778,7,1,26,Clean,Property,Loss,Standard,Yes,1
CLM025148,79,197954,3.2,172905,2,47,36074,15,0,20,Clean,Vehicle,Damage,Basic,Yes,1
CLM025149,45,51025,7.6,53226,0,17,13879,10,0,13,Clean,Life,Theft,Standard,Yes,1
CLM025150,58,76227,5.0,112060,2,5,47217,2,0,1,Clean,Travel,Accident,Basic,Yes,0
CLM025151,18,31708,14.7,242667,1,52,9039,4,2,10,Clean,Life,Theft,Basic,Yes,1
CLM025152,32,203000,5.0,82539,1,1,42284,3,1,21,Minor,Property,Damage,Basic,Yes,0
CLM025153,19,95638,3.3,80862,2,0,39415,7,1,9,Clean,Life,Medical,Standard,Yes,1
CLM025154,51,220476,18.5,28871,2,9,7498,3,0,15,Frequent,Health,Theft,Standard,Yes,1
CLM025155,32,144675,14.4,229946,1,12,8307,13,2,13,Minor,Vehicle,Loss,Standard,Yes,1
CLM025156,62,37038,10.1,81880,0,48,22385,8,0,3,Frequent,Life,Theft,Basic,Yes,0
CLM025157,19,128200,16.0,12433,0,42,42129,11,2,12,Clean,Health,Damage,Premium,Yes,1
CLM025158,54,69336,19.8,288123,0,50,4943,4,0,8,Clean,Travel,Accident,Premium,Yes,1
CLM025159,23,237212,12.8,91924,0,25,36264,12,1,0,Clean,Life,Damage,Standard,Yes,0
CLM025160,53,216685,10.1,117923,1,23,14654,1,0,8,Minor,Life,Accident,Basic,Yes,0
CLM025161,43,228513,17.6,244339,2,5,3526,19,0,24,Clean,Life,Loss,Standard,No,1
CLM025162,77,143234,4.0,185356,1,32,42800,12,2,0,Clean,Property,Loss,Standard,Yes,1
CLM025163,62,196345,12.4,248344,0,44,26252,14,0,2,Clean,Travel,Damage,Standard,No,0
CLM025164,56,111631,16.7,22381,0,32,37197,2,1,8,Frequent,Travel,Damage,Basic,No,1
CLM025165,37,135606,12.9,15906,1,21,4003,11,1,6,Clean,Property,Theft,Standard,Yes,1
CLM025166,62,181737,11.6,199863,1,39,30546,19,0,26,Minor,Travel,Accident,Basic,Yes,1
CLM025167,63,61983,5.0,262019,2,0,37758,6,0,30,Minor,Travel,Damage,Basic,Yes,0
CLM025168,20,121372,10.1,43164,0,8,18954,3,2,4,Clean,Life,Medical,Standard,Yes,0
CLM025169,63,101080,15.0,50759,3,49,28639,18,0,11,Minor,Property,Theft,Basic,No,0
CLM025170,28,89458,3.0,259251,2,55,10498,5,0,9,Clean,Life,Loss,Basic,Yes,1
CLM025171,18,226429,11.5,203651,1,18,25486,3,2,27,Minor,Health,Medical,Basic,Yes,1
CLM025172,51,244351,4.6,108717,1,42,30703,9,1,19,Frequent,Property,Damage,Basic,Yes,1
CLM025173,71,19095,13.8,283667,1,3,32031,11,2,7,Clean,Travel,Theft,Basic,Yes,1
CLM025174,76,175793,1.7,124036,2,55,24073,18,0,19,Clean,Property,Accident,Basic,Yes,1
CLM025175,32,121262,3.0,82923,2,55,22479,1,4,30,Minor,Travel,Damage,Standard,No,1
CLM025176,27,77170,7.0,121591,0,18,18910,13,1,2,Clean,Vehicle,Medical,Standard,Yes,0
CLM025177,63,29624,11.5,60256,1,1,22506,16,0,21,Minor,Life,Damage,Standard,No,0
CLM025178,53,226812,6.9,36066,0,48,42673,15,1,1,Minor,Life,Loss,Standard,Yes,0
CLM025179,50,243100,11.4,5492,0,4,49741,2,2,27,Minor,Life,Theft,Standard,Yes,0
CLM025180,18,226479,10.5,155899,3,9,6942,5,1,15,Clean,Health,Medical,Basic,Yes,0
CLM025181,56,232985,15.8,55002,2,35,42797,4,0,9,Clean,Property,Accident,Standard,Yes,0
CLM025182,45,226486,14.2,46072,1,11,44613,1,0,28,Minor,Life,Accident,Basic,Yes,0
CLM025183,40,72814,10.0,30994,0,42,18655,10,0,17,Minor,Life,Loss,Basic,Yes,0
CLM025184,40,81050,8.0,258436,2,30,31957,11,2,8,Frequent,Health,Damage,Basic,Yes,1
CLM025185,64,62202,12.5,288265,0,13,29772,10,1,20,Clean,Life,Medical,Basic,Yes,0
CLM025186,62,25950,9.6,86591,0,4,7868,8,0,9,Minor,Travel,Loss,Standard,Yes,0
CLM025187,67,38577,13.0,232162,3,0,1425,15,2,14,Clean,Health,Accident,Basic,Yes,0
CLM025188,79,150970,7.6,101059,0,6,5950,8,2,15,Minor,Health,Medical,Basic,Yes,0
CLM025189,69,82889,18.8,94020,2,60,47380,8,0,9,Clean,Property,Medical,Basic,Yes,1
CLM025190,71,35797,0.3,262123,2,29,43571,13,1,28,Frequent,Health,Medical,Basic,Yes,1
CLM025191,58,62147,2.6,230350,1,31,30526,4,1,12,Clean,Property,Medical,Premium,No,1
CLM025192,37,74838,2.0,144600,2,53,10511,4,0,12,Clean,Property,Loss,Premium,Yes,1
CLM025193,76,146370,2.1,105147,1,5,26950,18,1,13,Minor,Health,Damage,Standard,Yes,0
CLM025194,20,136739,18.7,219048,1,60,41127,18,2,2,Frequent,Life,Loss,Standard,Yes,1
CLM025195,45,190845,3.6,228806,0,37,39131,14,2,10,Clean,Health,Accident,Premium,Yes,0
CLM025196,19,200570,17.4,107551,1,39,15971,5,0,13,Clean,Vehicle,Loss,Basic,No,1
CLM025197,70,109260,9.3,222432,0,57,44605,15,0,17,Clean,Travel,Accident,Standard,Yes,1
CLM025198,78,224798,16.8,278834,1,36,42557,14,0,12,Minor,Vehicle,Accident,Standard,No,0
CLM025199,67,145294,4.4,53989,2,16,26722,7,2,11,Minor,Vehicle,Damage,Basic,Yes,1
CLM025200,72,111775,12.2,225107,3,16,6958,19,1,4,Frequent,Property,Damage,Standard,No,1
CLM025201,69,16753,3.3,102914,1,10,20843,11,0,12,Frequent,Vehicle,Loss,Basic,Yes,1
CLM025202,24,202858,14.7,262659,2,57,24585,8,0,13,Clean,Travel,Damage,Premium,No,1
CLM025203,23,188635,13.6,84081,1,13,26358,1,2,24,Minor,Vehicle,Accident,Basic,Yes,0
CLM025204,51,196208,12.0,206998,5,58,26243,5,3,13,Clean,Property,Damage,Standard,No,1
CLM025205,73,219495,10.1,49692,1,20,15903,9,1,18,Minor,Vehicle,Theft,Basic,Yes,0
CLM025206,45,145231,3.0,50258,1,45,26780,2,1,9,Clean,Vehicle,Theft,Premium,Yes,1
CLM025207,52,244445,12.3,218573,3,18,43570,4,1,24,Clean,Health,Damage,Standard,Yes,1
CLM025208,55,84486,10.6,278196,0,51,16149,19,2,23,Clean,Property,Theft,Premium,No,1
CLM025209,64,119777,2.9,196097,1,44,14491,3,1,6,Frequent,Health,Loss,Standard,No,1
CLM025210,39,128424,2.7,218656,1,39,24756,13,1,30,Frequent,Life,Loss,Standard,No,1
CLM025211,34,110573,2.6,94121,1,7,11763,18,1,6,Minor,Travel,Accident,Standard,Yes,1
CLM025212,45,50750,10.2,68302,1,25,975,9,1,21,Clean,Travel,Damage,Basic,Yes,0
CLM025213,43,125266,7.2,30982,1,10,40759,18,1,14,Clean,Vehicle,Medical,Premium,Yes,0
CLM025214,47,37303,6.0,119416,0,34,15807,1,0,15,Frequent,Travel,Damage,Basic,Yes,1
CLM025215,62,179649,4.7,42797,2,57,8601,3,1,16,Clean,Health,Damage,Basic,No,1
CLM025216,76,209804,19.6,275650,2,31,25824,13,1,12,Frequent,Life,Loss,Premium,Yes,1
CLM025217,72,86985,16.0,283711,1,9,17497,8,0,28,Minor,Life,Medical,Basic,Yes,1
CLM025218,28,69013,2.0,142438,0,10,36028,6,2,8,Clean,Life,Medical,Premium,No,1
CLM025219,32,169907,19.9,211755,0,42,35301,0,0,4,Minor,Life,Accident,Standard,Yes,0
CLM025220,79,58254,7.4,24761,2,46,32690,15,0,5,Clean,Travel,Damage,Standard,Yes,1
CLM025221,32,94432,1.5,291566,1,50,12138,8,3,22,Minor,Health,Theft,Premium,Yes,1
CLM025222,63,61589,9.7,43732,1,7,38311,0,2,24,Clean,Vehicle,Damage,Standard,Yes,0
CLM025223,36,84697,2.4,256866,1,16,16324,17,3,27,Clean,Travel,Damage,Standard,No,1
CLM025224,41,26467,1.5,45216,1,24,20475,11,2,29,Frequent,Travel,Medical,Premium,Yes,1
CLM025225,20,138491,5.7,266805,0,18,32492,11,0,16,Minor,Property,Medical,Premium,Yes,1
CLM025226,39,71109,10.9,227465,1,40,26804,14,0,18,Clean,Travel,Damage,Premium,Yes,1
CLM025227,41,118430,17.3,136448,3,3,40866,16,1,22,Clean,Health,Theft,Basic,Yes,0
CLM025228,32,217664,11.5,146080,4,41,31355,13,1,26,Frequent,Property,Medical,Standard,No,1
CLM025229,47,81936,17.8,206806,0,49,18703,7,0,28,Frequent,Life,Damage,Premium,Yes,1
CLM025230,64,206423,4.3,79803,0,42,28860,14,1,16,Minor,Travel,Theft,Standard,Yes,1
CLM025231,48,157191,14.0,151747,2,47,47207,10,0,4,Minor,Health,Loss,Basic,Yes,1
CLM025232,63,224106,7.1,41160,1,50,29373,17,1,12,Minor,Life,Loss,Premium,No,1
CLM025233,66,107248,8.4,281868,0,28,2787,18,0,15,Clean,Life,Loss,Standard,Yes,0
CLM025234,34,156752,9.3,116494,2,9,7142,17,0,18,Clean,Health,Theft,Premium,Yes,0
CLM025235,45,141305,10.1,272733,1,12,42567,8,0,29,Clean,Life,Accident,Standard,Yes,0
CLM025236,53,186526,3.5,146865,0,14,8457,12,2,28,Clean,Health,Damage,Standard,No,1
CLM025237,37,236493,4.4,227341,0,5,42473,13,0,6,Clean,Property,Loss,Premium,Yes,0
CLM025238,73,205535,2.9,133380,2,36,31730,13,0,16,Minor,Health,Theft,Standard,Yes,1
CLM025239,34,75048,17.8,55553,4,35,45146,11,2,26,Clean,Travel,Medical,Basic,Yes,1
CLM025240,50,171803,19.8,71228,1,53,6097,4,0,17,Clean,Property,Damage,Basic,Yes,1
CLM025241,64,224294,11.4,242024,0,8,43144,16,0,1,Clean,Life,Loss,Premium,No,0
CLM025242,42,115253,1.5,169029,0,5,48474,18,0,4,Clean,Life,Damage,Standard,Yes,0
CLM025243,39,95923,10.9,73031,1,31,12544,9,1,11,Clean,Property,Medical,Standard,No,1
CLM025244,26,146449,10.3,84230,0,1,49569,14,2,2,Clean,Travel,Damage,Standard,Yes,0
CLM025245,46,194954,7.6,7291,1,31,31433,8,0,26,Minor,Life,Medical,Basic,Yes,0
CLM025246,32,242082,9.3,84012,0,23,3233,7,0,22,Clean,Vehicle,Medical,Basic,No,0
CLM025247,36,92878,9.6,121686,2,28,26065,5,1,29,Minor,Vehicle,Loss,Basic,Yes,1
CLM025248,66,210836,7.9,67228,0,34,40952,16,2,18,Minor,Health,Loss,Standard,Yes,0
CLM025249,62,168885,7.4,92407,3,14,18072,0,1,20,Minor,Property,Medical,Basic,No,1
CLM025250,27,165806,12.0,228596,0,44,12741,11,0,20,Clean,Life,Theft,Premium,Yes,1
CLM025251,75,206695,5.1,157295,0,29,15201,19,1,24,Clean,Life,Damage,Standard,Yes,1
CLM025252,21,224009,12.5,69354,1,18,38100,16,0,25,Clean,Life,Theft,Standard,Yes,0
CLM025253,28,113592,2.4,32082,1,5,22507,0,2,3,Clean,Property,Medical,Basic,Yes,0
CLM025254,22,36229,5.2,295060,0,12,37662,5,0,10,Clean,Vehicle,Medical,Basic,Yes,0
CLM025255,39,155444,13.7,145509,0,57,6941,9,2,4,Clean,Travel,Damage,Standard,Yes,1
CLM025256,36,53288,10.6,288849,1,36,12721,15,1,19,Minor,Travel,Damage,Standard,Yes,1
CLM025257,77,67389,11.2,176115,0,18,47823,2,5,6,Clean,Life,Theft,Premium,Yes,1
CLM025258,67,106007,0.7,258385,0,12,20623,5,0,22,Minor,Health,Damage,Standard,Yes,0
CLM025259,38,28664,10.1,129189,1,57,17471,8,0,1,Frequent,Vehicle,Theft,Basic,Yes,1
CLM025260,30,19702,13.1,130670,1,0,8484,3,3,12,Clean,Property,Theft,Standard,Yes,1
CLM025261,46,243338,14.2,99684,1,10,23642,9,1,16,Clean,Health,Medical,Basic,Yes,0
CLM025262,51,208766,4.9,197154,1,60,17323,10,1,18,Clean,Vehicle,Theft,Basic,Yes,1
CLM025263,38,248924,19.2,76808,0,45,49292,9,3,30,Clean,Vehicle,Loss,Basic,Yes,0
CLM025264,71,62677,3.9,289310,0,36,33850,15,0,6,Clean,Vehicle,Theft,Premium,Yes,1
CLM025265,74,40619,7.9,86153,1,7,3605,18,0,21,Minor,Property,Medical,Premium,No,0
CLM025266,58,124528,16.8,142873,2,6,844,5,1,1,Clean,Life,Loss,Standard,No,1
CLM025267,54,38897,5.1,230188,0,34,43643,9,1,20,Clean,Vehicle,Loss,Standard,Yes,1
CLM025268,22,221329,8.1,254399,1,15,9455,16,0,7,Minor,Vehicle,Medical,Standard,Yes,0
CLM025269,23,93757,16.9,91056,0,25,23301,11,2,12,Frequent,Health,Loss,Standard,Yes,0
CLM025270,39,74483,16.8,106110,1,33,20677,14,1,25,Clean,Travel,Theft,Standard,Yes,0
CLM025271,62,93939,1.9,39848,3,42,41292,1,3,17,Clean,Life,Damage,Premium,Yes,1
CLM025272,70,127541,1.2,131030,2,5,40603,9,0,22,Clean,Life,Loss,Standard,Yes,0
CLM025273,72,230844,4.5,173986,2,19,44758,6,1,14,Frequent,Travel,Accident,Premium,No,0
CLM025274,28,141045,15.8,103284,0,58,31820,17,2,25,Minor,Property,Damage,Standard,No,1
CLM025275,24,153487,14.4,258188,2,43,8061,18,2,17,Frequent,Life,Accident,Basic,Yes,1
CLM025276,38,177479,18.0,141624,0,55,44624,18,2,13,Clean,Travel,Medical,Basic,Yes,1
CLM025277,20,182663,15.9,121702,2,6,22168,8,1,18,Minor,Vehicle,Loss,Basic,Yes,0
CLM025278,74,117526,5.9,91813,3,8,12920,2,0,10,Minor,Life,Accident,Basic,Yes,0
CLM025279,21,91033,1.2,112065,0,37,7787,0,1,11,Minor,Life,Damage,Standard,Yes,1
CLM025280,57,67074,18.7,251174,0,50,40517,2,2,22,Clean,Vehicle,Damage,Premium,No,1
CLM025281,50,233882,2.2,231970,1,10,3809,16,1,1,Minor,Vehicle,Accident,Standard,Yes,0
CLM025282,74,229997,7.3,74528,1,38,9030,11,0,1,Clean,Health,Loss,Standard,No,0
CLM025283,39,81719,17.6,41564,1,14,26676,12,0,11,Clean,Property,Medical,Standard,Yes,0
CLM025284,57,100656,2.0,153266,1,30,20718,4,1,8,Clean,Life,Damage,Premium,Yes,0
CLM025285,28,238498,6.4,126378,3,1,11631,14,0,10,Clean,Property,Damage,Standard,Yes,1
CLM025286,32,110250,3.2,183633,1,56,15216,0,0,11,Clean,Vehicle,Loss,Standard,Yes,1
CLM025287,25,121669,4.8,232395,3,26,11414,12,0,9,Frequent,Life,Theft,Standard,No,0
CLM025288,19,50100,4.0,132194,1,33,38923,11,2,12,Clean,Property,Accident,Premium,Yes,1
